City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Jacareacanga,BR,-6.2222,-57.7528,92.95,39,4,4.72,clear sky
347,Kadoshkino,RU,54.0257,44.4191,45.19,92,100,16.73,moderate rain
348,Iberia,US,29.9502,-91.7507,71.98,64,1,7.72,clear sky
349,Westerly,US,41.3776,-71.8273,51.04,93,90,8.99,light rain
350,Sheltozero,RU,61.3667,35.3667,46.06,50,3,4.94,clear sky
351,Kamloops,CA,50.6665,-120.3192,63.82,51,75,9.22,broken clouds
352,San Juan,AR,-31.5375,-68.5364,67.73,35,0,6.8,clear sky
353,Yala,TH,6.3333,101.25,76.86,95,86,1.54,heavy intensity rain
354,Auriflama,BR,-20.6856,-50.5547,90.97,26,91,9.98,overcast clouds
355,Rodrigues Alves,BR,-7.738,-72.6509,88.0,59,64,0.47,broken clouds
356,Namatanai,PG,-3.6667,152.4333,79.11,82,92,6.24,light rain
357,Dabakala,CI,8.3667,-4.4333,92.68,43,66,5.14,light rain
358,Cieza,ES,38.24,-1.4199,80.83,37,100,12.62,overcast clouds
359,Richards Bay,ZA,-28.783,32.0377,65.34,68,15,11.99,few clouds
360,Humaita,BR,-7.5061,-63.0208,93.04,39,44,4.7,scattered clouds
361,Road Town,VG,18.4167,-64.6167,84.29,74,75,12.66,broken clouds
362,Manta,EC,-0.95,-80.7333,78.58,78,75,6.91,broken clouds
363,Pavilosta,LV,56.8879,21.1859,58.91,66,31,14.54,scattered clouds
364,Nouadhibou,MR,20.931,-17.0347,78.78,57,90,14.97,overcast clouds
365,Leh,IN,34.1667,77.5833,52.34,51,43,4.32,scattered clouds
366,Shakawe,BW,-18.3667,21.85,70.02,17,6,3.18,clear sky
367,Bourges,FR,47.25,2.4167,72.99,63,100,13.31,overcast clouds
368,Bakchar,RU,57.0186,82.0711,61.05,81,62,5.17,light rain
369,Isangel,VU,-19.55,169.2667,70.3,76,100,5.01,overcast clouds
370,Biograd Na Moru,HR,43.9433,15.4519,72.3,42,46,17.56,scattered clouds
371,Tanabe,JP,33.7333,135.3667,64.92,72,32,1.01,scattered clouds
372,Xining,CN,36.6167,101.7667,58.21,51,77,1.01,broken clouds
373,Doha,QA,25.2867,51.5333,104.31,54,0,13.8,clear sky
374,Satun,TH,6.8333,100.0,82.11,93,100,1.7,overcast clouds
375,Lasa,IT,46.6166,10.7002,71.51,64,34,5.82,scattered clouds
376,Nizhniy Baskunchak,RU,48.2198,46.8311,68.86,77,93,13.09,overcast clouds
377,Taltal,CL,-25.4,-70.4833,67.33,68,15,4.68,few clouds
378,Santa Maria,BR,-29.6842,-53.8069,54.7,50,0,4.0,clear sky
379,Jalu,LY,29.0331,21.5482,101.35,13,2,10.33,clear sky
380,Bam,IR,29.106,58.357,92.82,8,0,9.4,clear sky
381,Troitskoye,RU,52.9821,84.6757,54.5,74,40,5.64,scattered clouds
382,Jamkhandi,IN,16.5167,75.3,80.78,66,91,15.77,overcast clouds
383,Hirara,JP,24.8,125.2833,79.38,84,100,14.58,overcast clouds
384,Saint-Augustin,CA,51.226,-58.6502,60.51,31,0,7.9,clear sky
385,Kalabo,ZM,-14.97,22.6814,69.37,24,15,2.35,few clouds
386,Rawson,AR,-43.3002,-65.1023,43.09,65,75,13.65,broken clouds
387,Koutsouras,GR,35.0339,25.9469,72.73,64,37,4.94,scattered clouds
388,Vyartsilya,RU,62.1764,30.693,56.71,39,75,4.0,broken clouds
389,Gimli,CA,50.6336,-96.9907,65.43,76,66,8.05,broken clouds
390,Bereda,ES,43.2686,-7.5406,75.42,63,81,7.27,broken clouds
391,Gazanjyk,TM,39.2446,55.5154,99.57,13,0,10.18,clear sky
392,Charlestown,AU,-32.95,151.6667,56.73,79,86,3.0,overcast clouds
393,Bhadasar,IN,28.2833,74.3167,98.73,21,85,8.21,overcast clouds
394,Karratha,AU,-20.7377,116.8463,69.8,53,73,8.41,broken clouds
395,Grand Gaube,MU,-20.0064,57.6608,75.6,79,1,1.99,clear sky
396,Lazaro Cardenas,MX,17.9583,-102.2,86.99,54,68,3.24,broken clouds
397,Iquique,CL,-20.2208,-70.1431,64.44,67,100,7.36,overcast clouds
398,Medea,DZ,36.2642,2.7539,64.85,30,74,7.96,broken clouds
399,Moose Factory,CA,51.2585,-80.6094,66.2,22,1,12.66,clear sky
400,Laurel,US,39.0993,-76.8483,54.05,86,90,4.0,overcast clouds
401,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,51,1,9.22,clear sky
402,Shimanovsk,RU,52.0,127.7,47.14,93,36,3.71,scattered clouds
403,Mackenzie,CA,55.2999,-123.1698,46.62,66,90,5.75,overcast clouds
404,Wanaka,NZ,-44.7,169.15,46.42,96,100,5.84,overcast clouds
405,Kloulklubed,PW,7.0419,134.2556,79.3,76,100,26.08,overcast clouds
406,Mongo,TD,12.1844,18.693,106.36,7,2,7.72,clear sky
407,Daru,PG,-9.0763,143.2092,77.79,81,94,15.19,overcast clouds
408,Hamilton,US,39.1834,-84.5333,60.21,71,90,1.01,overcast clouds
409,Kulhudhuffushi,MV,6.6221,73.07,83.7,75,84,19.89,broken clouds
410,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.85,77,79,11.9,broken clouds
411,Villarrubia De Los Ojos,ES,39.2209,-3.608,92.93,17,96,13.02,overcast clouds
412,Ashland,US,40.8167,-82.2665,61.48,54,99,9.19,overcast clouds
413,Junnar,IN,19.2,73.8833,77.86,78,65,10.0,broken clouds
414,Moen,NO,69.1304,18.6123,48.92,61,75,5.75,broken clouds
415,Ilebo,CD,-4.3167,20.5833,84.25,47,88,0.81,overcast clouds
416,Ostrovnoy,RU,68.0531,39.5131,42.48,84,100,13.91,overcast clouds
417,North Bend,US,43.4065,-124.2243,55.17,82,90,6.91,overcast clouds
418,Norman Wells,CA,65.282,-126.8329,37.44,93,90,9.22,overcast clouds
419,Voronovytsya,UA,49.1095,28.6808,59.11,72,63,7.74,broken clouds
420,Tura,IN,25.5198,90.2201,74.46,90,9,4.21,clear sky
421,Dingle,PH,10.9995,122.6711,78.87,89,82,1.12,broken clouds
422,Valentin Gomez Farias,MX,28.2167,-106.5833,76.86,13,100,5.48,overcast clouds
423,Jatiroto,ID,-7.8833,111.1167,73.85,96,61,3.27,broken clouds
424,Shingu,JP,33.7333,135.9833,64.9,77,77,4.83,broken clouds
425,Gobabis,NA,-22.45,18.9667,66.6,21,37,4.59,scattered clouds
426,Sao Gabriel,BR,-30.3364,-54.32,54.72,47,52,5.7,broken clouds
427,Coquimbo,CL,-29.9533,-71.3436,55.13,87,75,3.83,broken clouds
428,Margate,GB,51.3813,1.3862,64.18,62,5,1.99,clear sky
429,Mount Isa,AU,-20.7333,139.5,56.97,33,4,0.0,clear sky
430,Freeport,US,40.6576,-73.5832,52.09,94,90,3.0,overcast clouds
431,Brainerd,US,46.358,-94.2008,61.09,72,90,9.22,overcast clouds
432,Vao,NC,-22.6667,167.4833,70.23,54,95,18.66,overcast clouds
433,Kholodnyy,RU,62.7167,147.95,41.7,77,100,4.97,overcast clouds
434,Natchez,US,31.5604,-91.4032,67.24,65,1,6.91,clear sky
435,Bundaberg,AU,-24.85,152.35,57.22,83,46,3.0,scattered clouds
436,Sumbe,AO,-11.2061,13.8437,80.89,69,22,8.5,few clouds
437,Aklavik,CA,68.2191,-135.0107,36.43,60,20,10.36,few clouds
438,Nikolsk,RU,53.7189,46.0712,50.81,95,100,12.77,overcast clouds
439,Jinzhou,CN,41.1078,121.1417,57.56,63,0,6.24,light rain
440,Imbituba,BR,-28.24,-48.6703,64.29,63,100,7.85,overcast clouds
441,Kirakira,SB,-10.4544,161.9205,77.59,90,98,8.37,overcast clouds
442,Nuevo Progreso,MX,23.1667,-97.95,85.46,65,20,10.0,few clouds
443,Sambava,MG,-14.2667,50.1667,74.71,88,19,8.5,light rain
444,Kupang,ID,-10.1667,123.5833,76.62,87,84,11.05,broken clouds
445,Kattivakkam,IN,13.2167,80.3167,89.08,72,40,17.22,scattered clouds
446,Turayf,SA,31.6725,38.6637,89.85,11,0,11.5,clear sky
447,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,65,47,4.0,scattered clouds
448,Ojinaga,MX,29.5667,-104.4167,79.75,53,1,12.66,clear sky
449,Chumikan,RU,54.7183,135.315,34.34,98,100,3.29,overcast clouds
450,Maceio,BR,-9.6658,-35.7353,81.84,78,75,12.33,broken clouds
451,Talnakh,RU,69.4865,88.3972,36.34,85,100,18.97,light rain
452,Krasnoarmeysk,RU,51.0239,45.6969,65.35,70,99,11.59,overcast clouds
453,Kochinda,IN,21.7333,84.35,89.11,48,69,7.81,broken clouds
454,Saint-Louis,SN,16.3333,-15.0,112.64,11,74,5.23,broken clouds
455,Berlevag,NO,70.8578,29.0864,42.6,84,98,26.53,overcast clouds
456,Klaksvik,FO,62.2266,-6.589,56.32,95,84,21.32,broken clouds
457,Borba,BR,-4.3878,-59.5939,89.47,52,85,3.67,overcast clouds
458,Bilma,NE,18.6853,12.9164,105.57,5,0,11.36,clear sky
459,Qui Nhon,VN,13.7667,109.2333,82.98,82,9,4.21,clear sky
460,Codrington,AU,-38.2667,141.9667,41.09,74,2,7.87,clear sky
461,Halifax,CA,44.6453,-63.5724,54.41,81,100,3.0,overcast clouds
462,Tokonou,GN,9.65,-9.7833,91.42,41,74,2.93,light rain
463,Anloga,GH,5.7947,0.8973,89.82,74,94,14.5,overcast clouds
464,Quelimane,MZ,-17.8786,36.8883,78.75,73,0,6.91,clear sky
465,Intipuca,SV,13.1969,-88.0544,85.89,50,95,1.72,overcast clouds
466,Redlands,US,34.0556,-117.1825,86.65,58,90,4.61,overcast clouds
467,Kieta,PG,-6.2167,155.6333,77.83,86,72,3.76,light rain
468,Atikokan,CA,48.7555,-91.6216,49.05,91,100,7.85,overcast clouds
469,Calbuco,CL,-41.768,-73.1273,51.01,88,100,19.89,overcast clouds
470,Hambantota,LK,6.1241,81.1185,82.74,83,20,20.27,few clouds
471,Aban,RU,56.67,96.06,38.7,76,100,2.01,overcast clouds
472,Balkhash,KZ,46.844,74.9804,72.01,31,0,0.47,clear sky
473,Rakaia,NZ,-43.75,172.0167,51.82,79,100,5.99,overcast clouds
474,Burdur,TR,37.7203,30.2908,70.32,52,75,2.57,light rain
475,Sai Buri,TH,6.7013,101.6168,79.7,83,39,1.7,scattered clouds
476,Wasilla,US,61.5814,-149.4394,49.48,77,40,0.0,scattered clouds
477,Normandin,CA,48.8333,-72.5321,57.33,47,0,8.05,clear sky
478,Perth,AU,-31.9333,115.8333,56.86,93,0,13.29,clear sky
479,High Level,CA,58.5169,-117.136,57.31,58,75,3.42,broken clouds
480,Tuburan,PH,6.6439,122.2736,78.89,78,95,4.07,moderate rain
481,Yerbogachen,RU,61.2767,108.0108,46.83,60,94,12.59,overcast clouds
482,Vohibinany,MG,-17.35,49.0333,67.57,96,2,2.17,clear sky
483,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,81,20,13.27,few clouds
484,Kavaratti,IN,10.5669,72.642,83.75,75,99,18.81,overcast clouds
485,Ponoka,CA,52.6768,-113.5815,59.65,54,8,6.71,clear sky
486,College,US,64.8569,-147.8028,50.32,69,1,10.36,clear sky
487,Treinta Y Tres,UY,-33.2333,-54.3833,55.13,47,0,13.0,clear sky
488,Plettenberg Bay,ZA,-34.0527,23.3716,57.9,81,97,5.77,overcast clouds
489,Banki,IN,20.3833,85.5333,88.99,60,73,8.16,broken clouds
490,Douentza,ML,14.9951,-2.9517,108.84,8,2,15.66,clear sky
491,Kibre Mengist,ET,5.8833,38.9833,61.59,73,46,2.57,scattered clouds
492,Pevek,RU,69.7008,170.3133,37.2,70,0,6.44,clear sky
493,Praia,CV,14.9215,-23.5087,81.14,57,20,23.02,few clouds
494,Kouango,CF,4.9934,19.9619,88.36,55,77,4.61,broken clouds
495,Akyab,MM,20.15,92.9,83.19,82,89,4.56,overcast clouds
496,Astana,KZ,51.1801,71.446,78.75,38,40,10.63,scattered clouds
497,Najran,SA,17.4924,44.1277,97.45,12,5,7.2,clear sky
498,Olafsvik,IS,64.8945,-23.7142,43.23,95,100,9.51,moderate rain
499,Ilulissat,GL,69.2167,-51.1,50.02,32,62,8.05,broken clouds
500,Deputatskiy,RU,69.3,139.9,45.81,63,99,4.79,overcast clouds
501,Guerrero Negro,MX,27.9769,-114.0611,63.82,66,30,15.19,scattered clouds
502,Nanjing,CN,32.0617,118.7778,79.77,67,63,4.38,light rain
503,Ossora,RU,59.2353,163.0719,36.86,95,98,3.4,overcast clouds
504,Jenks,US,36.0229,-95.9683,63.5,74,1,9.22,clear sky
505,Valdemoro,ES,40.1908,-3.6789,91.22,22,0,8.72,clear sky
506,Duku,NG,11.2361,4.9073,102.61,21,31,5.77,scattered clouds
507,Vardo,NO,70.3705,31.1107,44.8,76,99,23.04,overcast clouds
508,Itacare,BR,-14.2775,-38.9967,84.09,56,28,6.33,scattered clouds
509,Benguela,AO,-12.5763,13.4055,82.11,58,2,10.54,clear sky
510,Sakakah,SA,29.9697,40.2064,101.77,9,13,10.94,few clouds
511,Beloha,MG,-25.1667,45.05,69.19,66,12,7.65,few clouds
512,Khowst,AF,33.3833,69.8833,82.92,29,3,3.09,clear sky
513,Paignton,GB,50.4357,-3.5679,64.65,75,63,4.0,broken clouds
514,Harrison,US,30.4091,-89.0436,72.34,63,1,8.05,clear sky
515,Winnemucca,US,40.973,-117.7357,66.11,27,1,6.24,clear sky
516,Imamoglu,TR,37.2651,35.6572,82.11,42,6,10.89,clear sky
517,Tual,ID,-5.6667,132.75,81.36,77,99,18.88,overcast clouds
518,Narayanganj,BD,23.6233,90.5011,83.77,71,100,8.16,overcast clouds
519,Bacolod,PH,10.6667,122.95,79.81,85,61,4.47,broken clouds
520,Nelson Bay,AU,-32.7167,152.15,57.0,90,85,12.73,overcast clouds
521,Portland,US,45.5234,-122.6762,65.7,65,20,1.99,few clouds
522,Chilchotla,MX,19.2548,-97.1844,67.51,54,27,5.53,scattered clouds
523,Oyama,JP,36.3,139.8,71.58,79,55,1.34,broken clouds
524,Pahrump,US,36.2083,-115.9839,85.69,15,0,1.01,clear sky
525,Inhambane,MZ,-23.865,35.3833,76.98,69,20,4.61,few clouds
526,Maragogi,BR,-9.0122,-35.2225,80.78,76,69,11.9,broken clouds
527,Wewak,PG,-3.5534,143.6268,80.8,84,99,11.05,overcast clouds
528,Gizo,SB,-8.103,156.8419,80.89,79,83,6.44,light rain
529,Sobradinho,BR,-12.8333,-39.1,86.02,41,77,8.32,broken clouds
530,Ciudad Bolivar,VE,8.1222,-63.5497,91.51,42,71,8.55,broken clouds
531,Ishigaki,JP,24.3448,124.1572,81.25,80,100,9.37,overcast clouds
532,Vanimo,PG,-2.6741,141.3028,78.39,89,100,6.08,moderate rain
533,Hobyo,SO,5.3505,48.5268,79.88,80,97,24.56,overcast clouds
534,Cedral,MX,23.8,-100.7333,72.7,55,16,11.92,few clouds
535,Evensk,RU,61.95,159.2333,38.7,78,100,1.95,overcast clouds
536,Krasnyy Yar,RU,46.5331,48.3456,69.73,58,80,12.93,broken clouds
537,Mosetse,BW,-20.75,26.65,68.04,22,6,2.19,clear sky
538,Kirkenaer,NO,60.4564,12.0582,82.99,30,4,5.17,clear sky
539,Havoysund,NO,70.9963,24.6622,43.03,92,100,30.33,overcast clouds
540,Namibe,AO,-15.1961,12.1522,75.22,66,15,15.37,few clouds
541,Zhigansk,RU,66.7697,123.3711,49.12,52,1,10.51,clear sky
542,Chekhov,RU,55.1431,37.4711,56.08,56,94,11.59,light rain
543,Berdigestyakh,RU,62.0989,126.6992,46.6,65,100,1.97,overcast clouds
544,Magadan,RU,59.5667,150.8,35.46,99,100,4.32,light rain
545,Pemangkat,ID,1.1667,108.9667,80.87,77,12,1.21,few clouds
546,Lerwick,GB,60.1545,-1.1494,50.0,85,24,12.26,few clouds
547,Ormond Beach,US,29.2858,-81.0559,86.05,71,40,5.75,scattered clouds
548,Callaguip,PH,18.0714,120.4867,84.22,84,75,2.13,broken clouds
549,Milkovo,RU,54.7167,158.6167,44.22,89,100,4.88,overcast clouds
550,Valparaiso,CL,-33.0393,-71.6273,70.03,47,0,11.5,clear sky
551,Lumberton,US,34.6182,-79.0086,60.94,83,100,12.01,overcast clouds
552,Asilah,MA,35.465,-6.0348,75.16,66,100,2.19,overcast clouds
553,Kagadi,UG,0.9606,30.7967,70.83,74,80,2.42,broken clouds
554,Teguldet,RU,57.3064,88.1667,44.44,57,96,4.83,overcast clouds
555,Darhan,MN,49.4867,105.9228,41.72,61,50,8.66,scattered clouds
556,Tres Lagoas,BR,-20.7511,-51.6783,92.71,24,80,9.48,broken clouds
557,Belyy Yar,RU,53.6039,91.3903,53.49,58,0,2.19,clear sky
558,Kodinsk,RU,58.6881,99.1844,36.68,95,95,0.22,overcast clouds
559,Altamont,US,42.2068,-121.7372,62.89,43,1,3.0,clear sky
560,Boueni,YT,-12.9025,45.0761,80.58,70,0,6.11,clear sky
561,Hutchinson,US,38.0608,-97.9298,59.36,81,75,3.44,light rain
562,Port Hueneme,US,34.1478,-119.1951,66.63,83,90,6.91,overcast clouds
563,Zalantun,CN,48.0,122.7167,50.85,81,61,1.81,broken clouds
564,Tomatlan,MX,19.9333,-105.25,88.99,30,34,4.52,scattered clouds
565,Mayo,US,38.8876,-76.5119,54.43,90,90,1.01,overcast clouds
566,Dharmadam,IN,11.7833,75.4333,79.63,84,50,4.88,scattered clouds
567,Teya,RU,60.3778,92.6267,39.97,63,18,1.95,few clouds
568,Zeya,RU,53.75,127.2667,47.86,94,97,2.06,overcast clouds
569,Ternate,ID,0.8,127.4,81.73,80,100,7.38,overcast clouds
570,Yar-Sale,RU,66.8333,70.8333,44.53,49,61,19.1,broken clouds
571,Puerto Del Rosario,ES,28.5004,-13.8627,78.48,73,20,17.27,few clouds
572,Jinchang,CN,38.4953,102.1739,67.69,34,95,4.45,overcast clouds
573,Borogontsy,RU,62.6683,131.1683,48.13,97,64,6.35,broken clouds
574,Khash,IR,28.2211,61.2158,87.66,7,0,9.75,clear sky
575,Uyuni,BO,-20.4597,-66.825,45.43,17,94,15.73,overcast clouds
576,Sungurlu,TR,40.1675,34.3739,72.25,46,47,8.55,scattered clouds
577,Sovetskoye,RU,52.2861,85.4131,52.43,77,13,5.44,few clouds
578,Iquitos,PE,-3.7481,-73.2472,86.04,79,40,8.05,scattered clouds
579,Ilorin,NG,8.5,4.55,94.8,40,22,3.71,few clouds
580,Trzcianka,PL,53.0406,16.4563,61.02,58,82,5.97,broken clouds
581,Arcachon,FR,44.5875,-1.0519,80.92,53,0,11.5,clear sky
582,Tulun,RU,54.5611,100.5792,36.55,87,100,3.87,overcast clouds
583,Coos Bay,US,43.3665,-124.2179,55.24,82,90,6.91,overcast clouds
584,Lingsugur,IN,16.1667,76.5167,83.82,62,85,14.92,overcast clouds
585,Mulanje,MW,-16.0316,35.5,68.25,54,0,5.06,clear sky
586,Kaeo,NZ,-35.1,173.7833,50.32,96,83,12.73,light rain
587,Vieques,PR,18.425,-65.8329,87.82,58,40,14.81,scattered clouds
588,Bisho,ZA,-32.8472,27.4422,48.56,75,48,3.62,scattered clouds
589,West Des Moines,US,41.572,-93.7453,64.38,62,75,8.99,broken clouds
590,Wajir,KE,1.7471,40.0573,88.38,36,89,8.08,overcast clouds
591,Abu Samrah,SY,35.3029,37.1841,82.9,22,0,13.15,clear sky
592,Vilhena,BR,-12.7406,-60.1458,84.42,51,0,10.36,clear sky
593,Tuatapere,NZ,-46.1333,167.6833,49.82,96,100,8.12,overcast clouds
594,Vagur,FO,61.4732,-6.8119,47.73,95,48,20.29,scattered clouds
595,Bitung,ID,1.4451,125.1824,79.65,84,99,4.99,overcast clouds
596,Solone,UA,48.2081,34.8721,73.06,64,46,7.07,scattered clouds
597,Nishihara,JP,26.1842,127.7558,73.45,100,90,14.16,overcast clouds
598,Waingapu,ID,-9.6567,120.2641,76.77,81,97,7.14,overcast clouds
599,Napier,NZ,-39.4833,176.9167,41.29,90,44,5.21,scattered clouds
600,Homer,US,59.6425,-151.5483,50.81,69,90,0.0,overcast clouds
601,Arkhangelsk,RU,64.5401,40.5433,48.31,46,40,5.03,scattered clouds
602,Togur,RU,58.3631,82.8265,56.95,74,56,7.31,broken clouds
603,Oxapampa,PE,-10.5775,-75.4017,69.17,68,60,3.71,broken clouds
604,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,73,40,9.73,scattered clouds
605,Umm Kaddadah,SD,13.6017,26.6876,102.49,10,36,10.83,scattered clouds
606,Curup,ID,-3.4667,102.5333,68.22,99,98,2.21,overcast clouds
607,Yumen,CN,40.2833,97.2,69.8,19,100,10.18,light rain
608,Lumut,MY,4.2323,100.6298,80.62,83,20,2.3,few clouds
609,Garmsar,IR,35.2182,52.3409,95.38,8,0,4.7,clear sky
610,Mayumba,GA,-3.432,10.6554,78.93,80,42,9.31,scattered clouds
611,Ampanihy,MG,-24.7,44.75,68.02,69,11,5.23,few clouds
612,Westport,US,41.1415,-73.3579,51.89,93,90,1.01,light rain
613,Hacari,CO,8.3233,-73.1489,75.96,70,62,4.18,broken clouds
614,Malakal,SS,9.5334,31.6605,98.26,23,45,4.43,scattered clouds
615,Ust-Maya,RU,60.4167,134.5333,53.56,56,93,9.17,overcast clouds
616,Langsa,ID,4.4683,97.9683,76.33,96,100,2.75,overcast clouds
617,Coahuayana,MX,18.7333,-103.6833,90.88,29,90,3.67,overcast clouds
618,Buin,CL,-33.7333,-70.75,61.05,36,1,2.64,clear sky
619,Vaxjo,SE,56.8777,14.8091,75.79,30,2,5.75,clear sky
620,Sorland,NO,67.667,12.6934,46.47,91,100,18.21,overcast clouds
621,Joshimath,IN,30.5667,79.5667,65.37,82,88,0.98,overcast clouds
622,La Libertad,EC,-2.2333,-80.9,73.06,88,90,8.05,overcast clouds
623,Stykkisholmur,IS,65.0757,-22.7297,44.53,90,100,10.0,light rain
624,Asha,RU,54.9973,57.2722,60.94,97,100,1.41,light rain
625,Oriximina,BR,-1.7656,-55.8661,89.46,51,27,6.67,scattered clouds
626,Iralaya,HN,15.0,-83.2333,84.29,64,100,9.26,overcast clouds
627,Naze,JP,28.3667,129.4833,70.45,80,100,12.17,overcast clouds
628,Rio Gallegos,AR,-51.6226,-69.2181,33.85,80,0,8.05,clear sky
629,Nuuk,GL,64.1835,-51.7216,36.21,87,90,9.22,overcast clouds
630,Mutoko,ZW,-17.397,32.2268,63.16,30,0,3.85,clear sky
631,Domoni,KM,-12.2569,44.5319,77.67,81,11,5.12,few clouds
632,Christchurch,NZ,-43.5333,172.6333,53.01,97,75,1.99,broken clouds
633,Beringovskiy,RU,63.05,179.3167,30.15,78,11,8.86,few clouds
634,Caravelas,BR,-17.7125,-39.2481,83.44,61,10,9.37,clear sky
635,Kaili,ID,-3.4626,120.2147,68.41,97,100,1.21,overcast clouds
636,Kjopsvik,NO,68.097,16.3742,47.17,93,100,5.5,overcast clouds
637,Rocha,UY,-34.4833,-54.3333,54.39,50,5,15.28,clear sky
638,Amapa,BR,1.0,-52.0,82.99,73,46,4.34,scattered clouds
639,Bonthe,SL,7.5264,-12.505,81.46,80,100,8.19,light rain
640,Viransehir,TR,37.2353,39.7631,84.42,21,0,6.91,clear sky
641,Port Hardy,CA,50.6996,-127.4199,51.98,93,90,4.61,light rain
642,Salalah,OM,17.0151,54.0924,84.29,84,75,10.36,broken clouds
643,Manjacaze,MZ,-24.7117,33.8828,68.31,76,34,12.71,scattered clouds
644,Nadym,RU,65.5333,72.5167,44.73,67,100,10.74,overcast clouds
645,Manicore,BR,-5.8092,-61.3003,94.01,41,26,3.91,scattered clouds
646,Basco,PH,20.4487,121.9702,84.87,82,100,15.61,overcast clouds
647,Qiongshan,CN,20.0058,110.3542,84.18,89,0,6.82,clear sky
648,Andapa,MG,-14.65,49.65,66.52,99,22,0.85,few clouds
649,Sanlucar De Barrameda,ES,36.7781,-6.3515,88.36,42,0,14.65,clear sky
650,Bjornevatn,NO,69.6672,29.9847,46.74,57,75,12.66,broken clouds
651,Estelle,US,29.8458,-90.1067,74.05,62,40,11.5,scattered clouds
652,Paka,MY,4.6374,103.4368,78.73,100,33,5.95,scattered clouds
653,Sao Desiderio,BR,-12.3633,-44.9733,93.96,18,64,6.51,broken clouds
654,Sendhwa,IN,21.6833,75.1,77.4,63,98,6.17,light rain
655,Severnyy-Kospashskiy,RU,59.0925,57.8008,45.61,97,97,10.02,overcast clouds
656,Seoul,KR,37.5683,126.9778,62.2,97,90,2.21,overcast clouds
657,San Patricio,US,28.017,-97.5169,84.29,59,12,13.42,few clouds
658,Qaracala,AZ,39.8132,48.9523,80.04,49,0,18.25,clear sky
659,Mwense,ZM,-10.3845,28.698,69.21,47,51,1.97,broken clouds
660,Kostrzyn,PL,52.3985,17.2281,65.98,42,61,8.01,broken clouds
661,Ca Mau,VN,9.1769,105.15,81.39,84,55,4.23,broken clouds
662,Ulaangom,MN,49.9811,92.0667,53.15,32,57,4.43,broken clouds
663,Rockport,US,28.0206,-97.0544,84.45,79,40,5.01,scattered clouds
664,Hovd,MN,48.0056,91.6419,52.72,32,0,5.06,clear sky
665,Huarmey,PE,-10.0681,-78.1522,70.32,76,72,8.66,broken clouds
666,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,40,8.05,scattered clouds
667,Shelburne,CA,44.0787,-80.2041,62.24,29,0,8.16,clear sky
668,Emba,KZ,48.8264,58.1442,79.7,34,3,8.14,clear sky
669,Denpasar,ID,-8.65,115.2167,78.46,89,20,1.88,few clouds
670,Sabha,LY,27.0377,14.4283,107.87,5,6,8.14,clear sky
671,Kenai,US,60.5544,-151.2583,49.03,80,90,11.5,overcast clouds
672,Pulsano,IT,40.3821,17.3564,71.13,71,20,5.01,few clouds
673,Ahar,IR,38.4774,47.0699,71.8,27,0,5.97,clear sky
674,Buritis,BR,-15.6178,-46.4233,90.23,32,2,5.64,clear sky
675,Maneadero,MX,31.7167,-116.5667,60.1,82,33,3.0,scattered clouds
676,Dutse,NG,11.7594,9.3392,104.68,8,4,10.13,clear sky
677,Mildura,AU,-34.2,142.15,33.76,93,0,4.61,clear sky
678,Boyolangu,ID,-8.1181,111.8935,75.58,92,99,3.87,overcast clouds
679,Ambon,ID,-3.6954,128.1814,80.06,81,100,8.21,overcast clouds
680,Inta,RU,66.0317,60.1659,42.35,48,100,13.96,overcast clouds
681,Rosarito,MX,32.3333,-117.0333,62.08,68,58,4.72,broken clouds
682,Robertsport,LR,6.7533,-11.3686,81.59,79,100,9.75,overcast clouds
683,Yarada,IN,17.65,83.2667,88.12,84,40,3.15,scattered clouds
684,Khorixas,NA,-20.3667,14.9667,78.15,16,97,4.32,overcast clouds
685,Launceston,AU,-41.45,147.1667,37.15,94,3,1.32,clear sky
686,Guna,IN,24.65,77.3167,93.7,28,23,1.43,few clouds
687,Lampa,CL,-33.2833,-70.9,61.34,65,1,2.64,clear sky
688,Tucuma,BR,-0.1833,-50.05,86.85,62,16,7.05,few clouds
689,Acarau,BR,-2.8856,-40.12,86.85,57,5,12.28,clear sky
690,Wuchang,CN,44.9143,127.15,59.7,60,99,6.08,overcast clouds
691,Cravo Norte,CO,6.3017,-70.2041,84.04,67,93,8.68,heavy intensity rain
692,Lusambo,CD,-4.9667,23.45,81.82,43,96,1.3,overcast clouds
693,Magdagachi,RU,53.45,125.8,45.34,97,24,2.98,few clouds
694,Broken Hill,AU,-31.95,141.4333,44.31,45,1,10.36,clear sky
695,Sechura,PE,-5.5569,-80.8222,75.27,65,82,7.7,broken clouds
696,Tongliao,CN,43.6125,122.2653,58.15,48,26,7.99,scattered clouds
697,Muros,ES,42.7762,-9.0603,85.68,46,100,14.12,overcast clouds
